Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
573-98-8548,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,3190.00,1,159.50,3349.50,1/5/2019,12:40:00 PM,Ewallet,3190.00,4.761904762,159.50,9.1
522-57-8364,Ikeja,Lagos,Member,Male,Fashion accessories,5134.00,8,2053.60,43125.60,1/31/2019,10:00:00 AM,Ewallet,41072.00,4.761904762,2053.60,7.6
544-55-9589,Wuse,Abuja,Member,Female,Electronic accessories,2143.00,10,1071.50,22501.50,1/28/2019,11:51:00 AM,Cash,21430.00,4.761904762,1071.50,6.2
198-66-9832,Wuse,Abuja,Member,Female,FASHION ACCESSORIES   ,7204.00,2,720.40,15128.40,2/4/2019,7:38:00 PM,Cash,14408.00,4.761904762,720.40,9.5
608-04-3797,Wuse,Abuja,Member,Female,Health and beauty,2532.00,8,1012.80,21268.80,3/5/2019,8:24:00 PM,Ewallet,20256.00,4.761904762,1012.80,8.7
355-34-6244,Wuse,Abuja,Normal,Male,Food and beverages,7239.00,2,723.90,15201.90,1/13/2019,7:55:00 PM,Credit card,14478.00,4.761904762,723.90,8.1
574-31-8277,Wuse,Abuja,Member,Male,Fashion accessories,3363.00,1,168.15,3531.15,3/20/2019,7:55:00 PM,Cash,3363.00,4.761904762,168.15,5.6
451-28-5717,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,8317.00,6,2495.10,52397.10,3/20/2019,11:23:00 AM,Cash,49902.00,4.761904762,2495.10,7.3
701-23-5550,Wuse,Abuja,Member,Male,Home and lifestyle,3881.00,4,776.20,16300.20,3/19/2019,1:40:00 PM,Ewallet,15524.00,4.761904762,776.20,4.9
695-51-0018,Wuse,Abuja,Normal,Female,Sports and travel,3484.00,4,696.80,14632.80,2/10/2019,6:36:00 PM,Cash,13936.00,4.761904762,696.80,7.4
324-92-3863,Ikeja,Lagos,Member,Male,ELECTRONIC ACCESSORIES   ,2089.00,2,208.90,4386.90,05-02-2019,6:45:00 PM,Cash,4178.00,4.761904762,208.90,9.8
219-61-4139,Trans-Amadi,Port Harcourt,Normal,Male,ELECTRONIC ACCESSORIES   ,8308.00,1,415.40,8723.40,1/23/2019,5:16:00 PM,Ewallet,8308.00,4.761904762,415.40,6.4
689-05-1884,Ikeja,Lagos,Member,Male,Health and beauty,4863.00,10,2431.50,51061.50,3/4/2019,12:44:00 PM,Cash,48630.00,4.761904762,2431.50,8.8
838-78-4295,Trans-Amadi,Port Harcourt,Member,Female,HEALTH AND BEAUTY   ,3347.00,2,334.70,7028.70,2/10/2019,3:43:00 PM,Ewallet,6694.00,4.761904762,334.70,6.7
238-49-0436,Ikeja,Lagos,Normal,Male,Health and beauty,3246.00,8,1298.40,27266.40,3/27/2019,1:48:00 PM,Credit card,25968.00,4.761904762,1298.40,4.9
182-69-8360,Wuse,Abuja,Normal,Female,Electronic accessories,2365.00,4,473.00,9933.00,1/30/2019,1:32:00 PM,Credit card,9460.00,4.761904762,473.00,4.0
490-95-0021,Wuse,Abuja,Member,Female,Food and beverages,3321.00,10,1660.50,34870.50,1/8/2019,2:25:00 PM,Ewallet,33210.00,4.761904762,1660.50,6.0
190-59-3964,Wuse,Abuja,Member,Male,Food and beverages,4716.00,5,1179.00,24759.00,2/3/2019,2:35:00 PM,Credit card,23580.00,4.761904762,1179.00,6.0
488-25-4221,Trans-Amadi,Port Harcourt,Member,Female,FOOD AND BEVERAGES   ,3041.00,1,152.05,3193.05,2/22/2019,10:36:00 AM,Credit card,3041.00,4.761904762,152.05,8.4
735-32-9839,Trans-Amadi,Port Harcourt,Member,Male,Fashion accessories,9870.00,8,3948.00,82908.00,1/31/2019,10:36:00 AM,Ewallet,78960.00,4.761904762,3948.00,8.5
373-09-4567,Trans-Amadi,Port Harcourt,Normal,Male,Food and beverages,7756.00,10,3878.00,81438.00,3/14/2019,8:35:00 PM,Ewallet,77560.00,4.761904762,3878.00,6.9
821-07-3596,Trans-Amadi,Port Harcourt,Normal,Female,Fashion accessories,1645.00,4,329.00,6909.00,3/7/2019,2:53:00 PM,Ewallet,6580.00,4.761904762,329.00,5.6
155-45-3814,Trans-Amadi,Port Harcourt,Member,Female,Electronic accessories,8855.00,8,3542.00,74382.00,3/19/2019,3:29:00 PM,Ewallet,70840.00,4.761904762,3542.00,4.7
586-25-0848,Ikeja,Lagos,Normal,Female,Sports and travel,1234.00,7,431.90,9069.90,3/4/2019,11:19:00 AM,Credit card,8638.00,4.761904762,431.90,6.7
173-57-2300,Trans-Amadi,Port Harcourt,Member,Male,Sports and travel,7288.00,2,728.80,15304.80,3/13/2019,12:51:00 PM,Cash,14576.00,4.761904762,728.80,6.1
263-12-5321,Ikeja,Lagos,Member,Male,Electronic accessories,9260.00,7,3241.00,68061.00,2/27/2019,12:52:00 PM,Credit card,64820.00,4.761904762,3241.00,9.3
423-80-0988,Trans-Amadi,Port Harcourt,Normal,Male,Sports and travel,7640.00,2,764.00,16044.00,1/30/2019,7:42:00 PM,Ewallet,15280.00,4.761904762,764.00,6.5
125-45-2293,Ikeja,Lagos,Normal,Female,Fashion accessories,9910.00,6,2973.00,62433.00,1/19/2019,1:11:00 PM,Cash,59460.00,4.761904762,2973.00,4.2
132-32-9879,Wuse,Abuja,Member,Female,Electronic accessories,9396.00,4,1879.20,39463.20,3/9/2019,6:00:00 PM,Cash,37584.00,4.761904762,1879.20,9.5
102-77-2261,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,6531.00,7,2285.85,48002.85,3/5/2019,6:02:00 PM,Credit card,45717.00,4.761904762,2285.85,4.2
835-16-0096,Trans-Amadi,Port Harcourt,Member,Male,Sports and travel,1470.00,5,367.50,7717.50,3/24/2019,1:48:00 PM,Ewallet,7350.00,4.761904762,367.50,8.5
638-60-7125,Ikeja,Lagos,Member,Female,Electronic accessories,9956.00,8,3982.40,83630.40,2/14/2019,5:03:00 PM,Credit card,79648.00,4.761904762,3982.40,5.2
650-98-6268,Wuse,Abuja,Member,Female,Food and beverages,2087.00,3,313.05,6574.05,3/20/2019,1:53:00 PM,Credit card,6261.00,4.761904762,313.05,8.0
318-68-5053,Wuse,Abuja,Member,Female,Health and beauty,7699.00,6,2309.70,48503.70,2/27/2019,5:55:00 PM,Cash,46194.00,4.761904762,2309.70,6.1
852-82-2749,Ikeja,Lagos,Normal,Male,Sports and travel,6459.00,4,1291.80,27127.80,1/6/2019,1:35:00 PM,Ewallet,25836.00,4.761904762,1291.80,9.3
390-31-6381,Trans-Amadi,Port Harcourt,Normal,Male,Food and beverages,2722.00,3,408.30,8574.30,1/7/2019,12:37:00 PM,Cash,8166.00,4.761904762,408.30,7.3
630-74-5166,Ikeja,Lagos,Member,Female,Sports and travel,6213.00,6,1863.90,39141.90,3/22/2019,8:19:00 PM,Cash,37278.00,4.761904762,1863.90,7.4
279-74-2924,Wuse,Abuja,Member,Male,Electronic accessories,7217.00,1,360.85,7577.85,1/4/2019,7:40:00 PM,Cash,7217.00,4.761904762,360.85,6.1
788-21-5741,Ikeja,Lagos,Normal,Male,Fashion accessories,4538.00,3,680.70,14294.70,2/17/2019,1:34:00 PM,Credit card,13614.00,4.761904762,680.70,7.2
726-27-2396,Ikeja,Lagos,Normal,Female,Health and beauty,7750.00,5,1937.50,40687.50,1/24/2019,8:36:00 PM,Ewallet,38750.00,4.761904762,1937.50,4.3
808-65-0703,Trans-Amadi,Port Harcourt,Normal,Male,Home and lifestyle,3547.00,4,709.40,14897.40,3/14/2019,5:22:00 PM,Credit card,14188.00,4.761904762,709.40,6.9
146-09-5432,Ikeja,Lagos,Member,Male,Food and beverages,3504.00,9,1576.80,33112.80,2/9/2019,7:17:00 PM,Ewallet,31536.00,4.761904762,1576.80,4.6
288-38-3758,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,8487.00,3,1273.05,26734.05,1/25/2019,6:30:00 PM,Ewallet,25461.00,4.761904762,1273.05,7.4
359-90-3665,Wuse,Abuja,Member,Female,Fashion accessories,1808.00,4,361.60,7593.60,1/14/2019,6:03:00 PM,Credit card,7232.00,4.761904762,361.60,9.5
785-13-7708,Wuse,Abuja,Normal,Male,Food and beverages,7306.00,7,2557.10,53699.10,1/14/2019,7:06:00 PM,Credit card,51142.00,4.761904762,2557.10,4.2
562-12-5430,Ikeja,Lagos,Member,Female,Fashion accessories,8815.00,3,1322.25,27767.25,1/18/2019,10:11:00 AM,Ewallet,26445.00,4.761904762,1322.25,7.9
197-77-7132,Wuse,Abuja,Member,Male,Electronic accessories,9156.00,8,3662.40,76910.40,1/12/2019,6:22:00 PM,Ewallet,73248.00,4.761904762,3662.40,
445-30-9252,Ikeja,Lagos,Normal,Male,Sports and travel,2570.00,3,385.50,8095.50,1/17/2019,5:59:00 PM,Ewallet,7710.00,4.761904762,385.50,6.1
727-75-6477,Trans-Amadi,Port Harcourt,Normal,Male,Electronic accessories,2884.00,4,576.80,12112.80,3/29/2019,2:44:00 PM,Cash,11536.00,4.761904762,576.80,6.4
731-81-9469,Trans-Amadi,Port Harcourt,Member,Female,Sports and travel,8980.00,10,4490.00,94290.00,1/23/2019,1:00:00 PM,Credit card,89800.00,4.761904762,4490.00,5.4
307-04-2070,Ikeja,Lagos,Member,Female,Fashion accessories,3062.00,1,153.10,3215.10,2/5/2019,2:14:00 PM,Credit card,3062.00,4.761904762,153.10,4.1
745-74-0715,Ikeja,Lagos,Normal,Male,Electronic accessories,5803.00,2,580.30,12186.30,3/10/2019,8:46:00 PM,Ewallet,11606.00,4.761904762,580.30,8.8
397-25-8725,Ikeja,Lagos,Member,Female,Health and beauty,3962.00,9,1782.90,37440.90,1/13/2019,5:54:00 PM,Credit card,35658.00,4.761904762,1782.90,6.8
233-34-0817,Trans-Amadi,Port Harcourt,Member,Female,Electronic accessories,9884.00,1,494.20,10378.20,2/15/2019,11:21:00 AM,Cash,9884.00,4.761904762,494.20,8.4
587-03-7455,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,9779.00,7,3422.65,71875.65,2/16/2019,5:30:00 PM,Ewallet,68453.00,4.761904762,3422.65,4.9
608-96-3517,Wuse,Abuja,Member,Female,Fashion accessories,9154.00,4,1830.80,38446.80,3/23/2019,7:20:00 PM,Credit card,36616.00,4.761904762,1830.80,4.8
534-01-4457,Ikeja,Lagos,Normal,Male,Food and beverages,8171.00,6,2451.30,51477.30,1/27/2019,2:36:00 PM,Credit card,49026.00,4.761904762,2451.30,8.0
733-01-9107,Wuse,Abuja,Member,Female,HOME AND LIFESTYLE   ,8270.00,6,2481.00,52101.00,3/5/2019,6:14:00 PM,Cash,49620.00,4.761904762,2481.00,7.4
735-06-4124,Trans-Amadi,Port Harcourt,Normal,Male,Food and beverages,4861.00,1,243.05,5104.05,2/25/2019,3:31:00 PM,Cash,4861.00,4.761904762,243.05,4.4
610-46-4100,Ikeja,Lagos,Normal,Male,Health and beauty,2895.00,7,1013.25,21278.25,3/3/2019,8:31:00 PM,Credit card,20265.00,4.761904762,1013.25,6.0
709-58-4068,Wuse,Abuja,Normal,Female,Fashion accessories,4109.00,10,2054.50,43144.50,2/28/2019,2:42:00 PM,Cash,41090.00,4.761904762,2054.50,7.3
268-27-6179,Wuse,Abuja,Member,Female,Fashion accessories,5647.00,8,2258.80,47434.80,3/9/2019,2:57:00 PM,Ewallet,45176.00,4.761904762,2258.80,7.3
509-29-3912,Ikeja,Lagos,Member,Female,Sports and travel,3872.00,9,1742.40,36590.40,3/20/2019,12:24:00 PM,Ewallet,34848.00,4.761904762,1742.40,4.2
531-80-1784,Ikeja,Lagos,Normal,Male,Electronic accessories,2602.00,7,910.70,19124.70,3/28/2019,5:38:00 PM,Cash,18214.00,4.761904762,910.70,5.1
280-17-4359,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,9050.00,10,4525.00,95025.00,1/25/2019,1:48:00 PM,Cash,90500.00,4.761904762,4525.00,8.1
841-18-8232,Wuse,Abuja,Normal,Female,Food and beverages,7120.00,1,356.00,7476.00,1/5/2019,8:40:00 PM,Credit card,7120.00,4.761904762,356.00,9.2
371-85-5789,Wuse,Abuja,Member,Female,Health and beauty,8798.00,3,1319.70,27713.70,3/5/2019,10:40:00 AM,Ewallet,26394.00,4.761904762,1319.70,5.1
400-80-4065,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,6855.00,4,1371.00,28791.00,2/15/2019,8:21:00 PM,Credit card,27420.00,4.761904762,1371.00,9.2
788-07-8452,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,2424.00,7,848.40,17816.40,1/27/2019,5:38:00 PM,Ewallet,16968.00,4.761904762,848.40,9.4
374-38-5555,Wuse,Abuja,Normal,Female,Fashion accessories,6371.00,5,1592.75,33447.75,2/7/2019,7:30:00 PM,Ewallet,31855.00,4.761904762,1592.75,8.5
574-22-5561,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,8263.00,10,4131.50,86761.50,19-03-2019,5:08:00 PM,Ewallet,82630.00,4.761904762,4131.50,7.9
149-15-7606,Wuse,Abuja,Member,Male,Sports and travel,3732.00,9,1679.40,35267.40,3/6/2019,3:31:00 PM,Ewallet,33588.00,4.761904762,1679.40,5.1
857-16-3520,Ikeja,Lagos,Member,Female,Fashion accessories,7146.00,7,2501.10,52523.10,3/28/2019,4:06:00 PM,Ewallet,50022.00,4.761904762,2501.10,4.5
471-06-8611,Trans-Amadi,Port Harcourt,Normal,Female,Food and beverages,5242.00,1,262.10,5504.10,2/6/2019,10:22:00 AM,Credit card,5242.00,4.761904762,262.10,6.3
641-96-3695,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,4346.00,6,1303.80,27379.80,2/7/2019,5:55:00 PM,Ewallet,26076.00,4.761904762,1303.80,8.5
326-78-5178,Trans-Amadi,Port Harcourt,Member,Female,Food and beverages,9140.00,7,3199.00,67179.00,2/3/2019,10:19:00 AM,Cash,63980.00,4.761904762,3199.00,9.5
563-91-7120,Ikeja,Lagos,Normal,Female,Fashion accessories,6177.00,5,1544.25,32429.25,3/8/2019,1:21:00 PM,Cash,30885.00,4.761904762,1544.25,6.7
414-12-7047,Wuse,Abuja,Normal,Male,Food and beverages,1979.00,8,791.60,16623.60,1/18/2019,12:04:00 PM,Ewallet,15832.00,4.761904762,791.60,8.7
815-11-1168,Ikeja,Lagos,Member,Male,Food and beverages,9978.00,5,2494.50,52384.50,3/9/2019,7:09:00 PM,Cash,49890.00,4.761904762,2494.50,5.4
503-07-0930,Trans-Amadi,Port Harcourt,Member,Male,Sports and travel,5839.00,7,2043.65,42916.65,2/23/2019,7:49:00 PM,Credit card,40873.00,4.761904762,2043.65,8.2
243-55-8457,Ikeja,Lagos,Normal,Female,Food and beverages,7444.00,10,3722.00,78162.00,2/27/2019,11:40:00 AM,Ewallet,74440.00,4.761904762,3722.00,
531-56-4728,Ikeja,Lagos,Normal,Male,Home and lifestyle,8008.00,3,1201.20,25225.20,2/11/2019,3:29:00 PM,Cash,24024.00,4.761904762,1201.20,5.4
800-09-8606,Ikeja,Lagos,Member,Female,Home and lifestyle,8737.00,5,2184.25,45869.25,1/29/2019,7:45:00 PM,Cash,43685.00,4.761904762,2184.25,6.6
283-26-5248,Trans-Amadi,Port Harcourt,Member,Female,Food and beverages,9852.00,10,4926.00,103446.00,1/30/2019,8:23:00 PM,Ewallet,98520.00,4.761904762,4926.00,4.5
605-83-1050,Wuse,Abuja,Normal,Male,Fashion accessories,2718.00,2,271.80,5707.80,3/15/2019,4:26:00 PM,Ewallet,5436.00,4.761904762,271.80,4.3
649-29-6775,Wuse,Abuja,Member,Female,Fashion accessories,3352.00,1,167.60,3519.60,2/8/2019,3:31:00 PM,Cash,3352.00,4.761904762,167.60,6.7
373-14-0504,Ikeja,Lagos,Member,Female,Sports and travel,7163.00,2,716.30,15042.30,2/12/2019,2:33:00 PM,Ewallet,14326.00,4.761904762,716.30,8.8
290-68-2984,Ikeja,Lagos,Normal,Male,Home and lifestyle,2375.00,4,475.00,9975.00,3/16/2019,11:22:00 AM,Cash,9500.00,4.761904762,475.00,5.2
291-59-1384,Wuse,Abuja,Normal,Male,Electronic accessories,6030.00,1,301.50,6331.50,2/28/2019,5:38:00 PM,Cash,6030.00,4.761904762,301.50,6.0
477-59-2456,Trans-Amadi,Port Harcourt,Normal,Female,Fashion accessories,4544.00,7,1590.40,33398.40,1/23/2019,11:15:00 AM,Cash,31808.00,4.761904762,1590.40,9.2
797-88-0493,Ikeja,Lagos,Normal,Female,Health and beauty,6427.00,4,1285.40,26993.40,3/26/2019,1:54:00 PM,Cash,25708.00,4.761904762,1285.40,7.7
525-88-7307,Wuse,Abuja,Member,Male,Sports and travel,7582.00,1,379.10,7961.10,1/31/2019,1:19:00 PM,Cash,7582.00,4.761904762,379.10,5.8
881-41-7302,Trans-Amadi,Port Harcourt,Normal,Female,Fashion accessories,6499.00,1,324.95,6823.95,1/26/2019,10:06:00 AM,Credit card,6499.00,4.761904762,324.95,4.5
616-87-0016,Wuse,Abuja,Normal,Male,Fashion accessories,9554.00,7,3343.90,70221.90,3/9/2019,2:36:00 PM,Credit card,66878.00,4.761904762,3343.90,9.6
126-54-1082,Ikeja,Lagos,Member,Female,Home and lifestyle,2154.00,9,969.30,20355.30,1/7/2019,11:44:00 AM,Credit card,19386.00,4.761904762,969.30,8.8
575-67-1508,Ikeja,Lagos,Normal,Male,Electronic accessories,3860.00,1,193.00,4053.00,1/29/2019,11:26:00 AM,Ewallet,3860.00,4.761904762,193.00,6.7
540-11-4336,Ikeja,Lagos,Normal,Male,Food and beverages,2494.00,9,1122.30,23568.30,1/11/2019,4:49:00 PM,Credit card,22446.00,4.761904762,1122.30,5.6
805-86-0265,Ikeja,Lagos,Normal,Male,Home and lifestyle,9396.00,9,4228.20,88792.20,3/20/2019,11:32:00 AM,Cash,84564.00,4.761904762,4228.20,9.8
532-59-7201,Wuse,Abuja,Member,Male,SPORTS AND TRAVEL   ,7993.00,6,2397.90,50355.90,1/31/2019,2:04:00 PM,Cash,47958.00,4.761904762,2397.90,5.5
778-71-5554,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,1543.00,1,77.15,1620.15,1/25/2019,3:46:00 PM,Credit card,1543.00,4.761904762,77.15,6.1
441-94-7118,Ikeja,Lagos,Member,Male,Electronic accessories,7195.00,1,359.75,7554.75,2/4/2019,12:14:00 PM,Cash,7195.00,4.761904762,359.75,7.3
779-42-2410,Wuse,Abuja,Member,Male,Food and beverages,5774.00,3,866.10,18188.10,2/20/2019,1:06:00 PM,Ewallet,17322.00,4.761904762,866.10,7.7
885-17-6250,Ikeja,Lagos,Normal,Female,Health and beauty,7974.00,1,398.70,8372.70,3/6/2019,10:36:00 AM,Ewallet,7974.00,4.761904762,398.70,7.3
443-82-0585,Ikeja,Lagos,Member,Female,Health and beauty,7768.00,4,1553.60,32625.60,2/1/2019,7:54:00 PM,Cash,31072.00,4.761904762,1553.60,8.4
489-64-4354,Trans-Amadi,Port Harcourt,Normal,Male,Fashion accessories,1628.00,1,81.40,1709.40,3/9/2019,3:36:00 PM,Cash,1628.00,4.761904762,81.40,5.0
689-16-9784,Trans-Amadi,Port Harcourt,Normal,Male,Food and beverages,4677.00,6,1403.10,29465.10,3/11/2019,1:37:00 PM,Cash,28062.00,4.761904762,1403.10,6.0
172-42-8274,Wuse,Abuja,Normal,Female,Electronic accessories,3827.00,2,382.70,8036.70,3/2/2019,6:18:00 PM,Credit card,7654.00,4.761904762,382.70,5.8
498-41-1961,Wuse,Abuja,Normal,Male,Health and beauty,6668.00,5,1667.00,35007.00,2/20/2019,6:01:00 PM,Cash,33340.00,4.761904762,1667.00,7.6
633-09-3463,Trans-Amadi,Port Harcourt,Normal,Female,Electronic accessories,4765.00,3,714.75,15009.75,3/28/2019,12:58:00 PM,Credit card,14295.00,4.761904762,714.75,9.5
873-14-6353,Ikeja,Lagos,Member,Male,Food and beverages,2482.00,7,868.70,18242.70,2/16/2019,10:33:00 AM,Credit card,17374.00,4.761904762,868.70,7.1
418-02-5978,Wuse,Abuja,Normal,Female,HEALTH AND BEAUTY   ,8409.00,9,3784.05,79465.05,2/11/2019,10:54:00 AM,Cash,75681.00,4.761904762,3784.05,8.0
782-95-9291,Ikeja,Lagos,Member,Male,Food and beverages,9229.00,5,2307.25,48452.25,2/20/2019,3:55:00 PM,Credit card,46145.00,4.761904762,2307.25,9.0
537-72-0426,Trans-Amadi,Port Harcourt,Member,Male,Fashion accessories,7099.00,10,3549.50,74539.50,3/20/2019,4:28:00 PM,Cash,70990.00,4.761904762,3549.50,5.7
188-55-0967,Wuse,Abuja,Member,Male,Health and beauty,6647.00,10,3323.50,69793.50,1/15/2019,3:01:00 PM,Credit card,66470.00,4.761904762,3323.50,5.0
291-55-6563,Ikeja,Lagos,Member,Female,Home and lifestyle,3442.00,6,1032.60,21684.60,30-03-2019,12:45:00 PM,Ewallet,20652.00,4.761904762,1032.60,7.5
569-71-4390,Wuse,Abuja,Normal,Male,SPORTS AND TRAVEL   ,2187.00,2,218.70,4592.70,1/25/2019,2:29:00 PM,Ewallet,4374.00,4.761904762,218.70,6.9
134-54-4720,Wuse,Abuja,Normal,Female,Electronic accessories,4242.00,8,1696.80,35632.80,1/30/2019,1:58:00 PM,Ewallet,33936.00,4.761904762,1696.80,5.7
409-33-9708,Ikeja,Lagos,Normal,Female,Fashion accessories,9848.00,2,984.80,20680.80,2/19/2019,10:12:00 AM,Ewallet,19696.00,4.761904762,984.80,9.2
628-90-8624,Wuse,Abuja,Member,Male,Health and beauty,8258.00,10,4129.00,86709.00,3/14/2019,2:41:00 PM,Cash,82580.00,4.761904762,4129.00,5.0
286-01-5402,Ikeja,Lagos,Normal,Female,Sports and travel,4023.00,7,1408.05,29569.05,3/30/2019,1:22:00 PM,Cash,28161.00,4.761904762,1408.05,9.6
633-91-1052,Ikeja,Lagos,Normal,Female,Home and lifestyle,1203.00,2,120.30,2526.30,1/27/2019,3:51:00 PM,Cash,2406.00,4.761904762,120.30,5.1
804-38-3935,Ikeja,Lagos,Member,Male,Electronic accessories,9378.00,3,1406.70,29540.70,1/30/2019,11:32:00 AM,Credit card,28134.00,4.761904762,1406.70,5.9
347-34-2234,Wuse,Abuja,Member,Female,Sports and travel,5507.00,9,2478.15,52041.15,2/3/2019,1:40:00 PM,Ewallet,49563.00,4.761904762,2478.15,10.0
384-59-6655,Ikeja,Lagos,Member,Female,Food and beverages,9866.00,9,4439.70,93233.70,2/19/2019,3:07:00 PM,Cash,88794.00,4.761904762,4439.70,8.4
369-82-2676,Wuse,Abuja,Normal,Male,Electronic accessories,7566.00,5,1891.50,39721.50,1/15/2019,6:22:00 PM,Ewallet,37830.00,4.761904762,1891.50,7.8
635-28-5728,Ikeja,Lagos,Normal,Male,Health and beauty,5600.00,3,840.00,17640.00,2/28/2019,7:33:00 PM,Ewallet,16800.00,4.761904762,840.00,4.8
457-13-1708,Wuse,Abuja,Member,Male,Fashion accessories,6523.00,10,3261.50,68491.50,1/8/2019,7:07:00 PM,Credit card,65230.00,4.761904762,3261.50,5.2
554-53-3790,Wuse,Abuja,Normal,Male,Sports and travel,3702.00,6,1110.60,23322.60,3/22/2019,6:33:00 PM,Cash,22212.00,4.761904762,1110.60,4.5
593-14-4239,Wuse,Abuja,Normal,Female,HOME AND LIFESTYLE   ,9546.00,8,3818.40,80186.40,05-03-2019,7:40:00 PM,Ewallet,76368.00,4.761904762,3818.40,4.7
320-32-8842,Trans-Amadi,Port Harcourt,Member,Female,FOOD AND BEVERAGES   ,2262.00,1,113.10,2375.10,3/17/2019,6:58:00 PM,Cash,2262.00,4.761904762,113.10,6.4
434-35-9162,Wuse,Abuja,Member,Male,Food and beverages,2334.00,4,466.80,9802.80,2/4/2019,6:53:00 PM,Ewallet,9336.00,4.761904762,466.80,7.4
210-67-5886,Trans-Amadi,Port Harcourt,Member,Female,Health and beauty,9821.00,3,1473.15,30936.15,2/5/2019,10:41:00 AM,Credit card,29463.00,4.761904762,1473.15,7.8
482-17-1179,Ikeja,Lagos,Member,Male,ELECTRONIC ACCESSORIES   ,1194.00,3,179.10,3761.10,1/19/2019,12:47:00 PM,Credit card,3582.00,4.761904762,179.10,8.1
131-15-8856,Trans-Amadi,Port Harcourt,Member,Female,FOOD AND BEVERAGES   ,7252.00,8,2900.80,60916.80,3/30/2019,7:26:00 PM,Credit card,58016.00,4.761904762,2900.80,4.0
267-62-7380,Trans-Amadi,Port Harcourt,Member,Male,Electronic accessories,8234.00,10,4117.00,86457.00,3/29/2019,7:12:00 PM,Ewallet,82340.00,4.761904762,4117.00,4.3
449-16-6770,Ikeja,Lagos,Normal,Male,HEALTH AND BEAUTY   ,5079.00,5,1269.75,26664.75,2/19/2019,2:53:00 PM,Credit card,25395.00,4.761904762,1269.75,5.3
210-74-9613,Trans-Amadi,Port Harcourt,Normal,Male,Fashion accessories,9726.00,4,1945.20,40849.20,3/16/2019,3:33:00 PM,Ewallet,38904.00,4.761904762,1945.20,6.8
664-14-2882,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,1053.00,5,263.25,5528.25,30-01-2019,2:43:00 PM,Credit card,5265.00,4.761904762,263.25,5.8
287-83-1405,Ikeja,Lagos,Normal,Male,HEALTH AND BEAUTY   ,2543.00,6,762.90,16020.90,2/12/2019,7:01:00 PM,Ewallet,15258.00,4.761904762,762.90,7.0
257-60-7754,Ikeja,Lagos,Normal,Female,Electronic accessories,5023.00,4,1004.60,21096.60,1/8/2019,5:12:00 PM,Cash,20092.00,4.761904762,1004.60,9.0
767-97-4650,Wuse,Abuja,Member,Female,Sports and travel,6483.00,2,648.30,13614.30,1/8/2019,11:59:00 AM,Credit card,12966.00,4.761904762,648.30,8.0
453-12-7053,Trans-Amadi,Port Harcourt,Normal,Male,Fashion accessories,4574.00,3,686.10,14408.10,3/10/2019,5:38:00 PM,Credit card,13722.00,4.761904762,686.10,6.5
162-65-8559,Trans-Amadi,Port Harcourt,Member,Male,Food and beverages,6898.00,1,344.90,7242.90,1/21/2019,8:13:00 PM,Cash,6898.00,4.761904762,344.90,4.8
276-54-0879,Wuse,Abuja,Normal,Male,Sports and travel,9774.00,4,1954.80,41050.80,3/12/2019,7:53:00 PM,Ewallet,39096.00,4.761904762,1954.80,6.4
856-22-8149,Ikeja,Lagos,Normal,Female,HOME AND LIFESTYLE   ,2529.00,1,126.45,2655.45,3/23/2019,10:13:00 AM,Ewallet,2529.00,4.761904762,126.45,6.1
868-06-0466,Ikeja,Lagos,Member,Male,Electronic accessories,6958.00,9,3131.10,65753.10,2/19/2019,7:38:00 PM,Credit card,62622.00,4.761904762,3131.10,7.8
232-11-3025,Ikeja,Lagos,Member,Female,SPORTS AND TRAVEL   ,7877.00,10,3938.50,82708.50,1/24/2019,10:04:00 AM,Cash,78770.00,4.761904762,3938.50,6.4
405-31-3305,Ikeja,Lagos,Member,Male,Fashion accessories,4313.00,10,2156.50,45286.50,2/2/2019,6:31:00 PM,Credit card,43130.00,4.761904762,2156.50,5.5
595-27-4851,Ikeja,Lagos,Normal,Female,Fashion accessories,5428.00,7,1899.80,39895.80,1/27/2019,6:05:00 PM,Ewallet,37996.00,4.761904762,1899.80,9.3
641-51-2661,Trans-Amadi,Port Harcourt,Member,Female,Food and beverages,8710.00,10,4355.00,91455.00,2/12/2019,2:45:00 PM,Credit card,87100.00,4.761904762,4355.00,9.9
842-40-8179,Wuse,Abuja,Member,Female,Food and beverages,7720.00,10,3860.00,81060.00,2/11/2019,10:38:00 AM,Credit card,77200.00,4.761904762,3860.00,5.6
